run_accession	fastq_ftp	fastq_bytes	fastq_md5	bam_ftp	bam_bytes	bam_md5	submitted_ftp	submitted_bytes	submitted_md5	sra_ftp	sra_bytes	sra_md5
ERR1019039	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/009/ERR1019039/ERR1019039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/009/ERR1019039/ERR1019039_2.fastq.gz	44610642899;44622460954	e0a188ef85db03bb773e84af7084981f;bdce1c86ecda7a00fa749c55eba159a1				ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019039/LP6005441-DNA_A09.bam	103099965547	2de7db640e1878b74aed932621aad54a			
ERR1019043	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/003/ERR1019043/ERR1019043_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/003/ERR1019043/ERR1019043_2.fastq.gz	44077571952;43800591483	c4d62e5c657d7feb7c668613413c74aa;1e3d6d2ac4d2ee6617a37e42c21d89dc				ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019043/LP6005441-DNA_F01.bam	100672235333	0c379d5abc7766d3c476e0cad0d6dd7d			
ERR1019046	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/006/ERR1019046/ERR1019046_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/006/ERR1019046/ERR1019046_2.fastq.gz	40795820649;40600643676	43ff7be99111d924552ff87d4ee28b3d;0a02533443ab8701c9dbf8379854ff2a				ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019046/LP6005441-DNA_D02.bam	91132340874	02fae442528aeaa60b3577fb83612c94			
ERR1019048	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/008/ERR1019048/ERR1019048_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/008/ERR1019048/ERR1019048_2.fastq.gz	46245526102;46148558206	8545760cb6ceda472a5eafb47117f4e3;af97d793888f61613f921fa8545f1d7e				ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019048/LP6005441-DNA_B03.bam	104591117663	447e7704d4aee9ae1ac36ab2f03a0f8a			
ERR1019053	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/003/ERR1019053/ERR1019053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/003/ERR1019053/ERR1019053_2.fastq.gz	47656572571;47409474933	b4a74b70718b0c245712d23d825c1d5d;ce70ba1e8f3ed4bf070712750cc0a36d				ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019053/LP6005441-DNA_A05.bam	110117600067	40fa1b4b3b1c3bc0e7868b155bbb3ba8			
ERR1019056	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/006/ERR1019056/ERR1019056_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/006/ERR1019056/ERR1019056_2.fastq.gz	47697027939;47017485633	daab582c2173aaac19b8975accf23e01;e7279c282b4ae975279cc0722dd2d14a				ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019056/LP6005441-DNA_C05.bam	108372982952	11df03b1438dc84518da70b22bd9a9bc			
ERR1019062	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/002/ERR1019062/ERR1019062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/002/ERR1019062/ERR1019062_2.fastq.gz	43620168424;43041873920	5a4f215aba06e323c6a14209d7488222;c8fff999cb248901b6dde00b7ef16c81				ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019062/LP6005441-DNA_C09.bam	101081930464	4b5f6cb44e6127d518b4c70c3dad2a01			
ERR1019065	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/005/ERR1019065/ERR1019065_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/005/ERR1019065/ERR1019065_2.fastq.gz	45027128326;44930972125	41b9a56f78df3cc943f28d07d3a7366f;63b8c1625748e58d3b13fcb98c40700a				ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019065/LP6005441-DNA_D10.bam	101154547245	3e4f1ce09c4d2c4fce4dee646173bafc			
ERR1019067	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/007/ERR1019067/ERR1019067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/007/ERR1019067/ERR1019067_2.fastq.gz	47393873091;46719056861	6b51c81c823a9100eaca383129289869;4e1c24710de4df6c1f24b5ebddd20d51				ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019067/LP6005441-DNA_B04.bam	106551885944	fb45e71c219ee3420e50d7b4b3c6a781			
ERR1019068	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/008/ERR1019068/ERR1019068_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/008/ERR1019068/ERR1019068_2.fastq.gz	40801499593;40143249863	8d35bcadd6c314fdb4d4b00fdbceff21;135c27448885bea16cc7ef8c6065142f				ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019068/LP6005441-DNA_C11.bam	92043287794	874a6015ef3b8eb1f8ae0c5413d9f611			
ERR1019079	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/009/ERR1019079/ERR1019079_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/009/ERR1019079/ERR1019079_2.fastq.gz	46862303340;46416043996	05904ea98b7399b3088dc5fb14a677e8;5292dcba24f27a8d71df279cd9e9b97f				ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019079/LP6005441-DNA_B09.bam	105901661653	e29e1837f456e15b6c18707e7982b7f1			
ERR1025601	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1025601/ERR1025601_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1025601/ERR1025601_2.fastq.gz	42307299970;41688230980	2a2176e648ab6a65f6ce42fb48089817;2f61c096e4a0d71bd3442c84668cb4f6				ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025601/LP6005441-DNA_G08.bam	94552318541	5bb7bd8e172fa9f3befa010325dcf8bc			
ERR1025602	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1025602/ERR1025602_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1025602/ERR1025602_2.fastq.gz	44142593277;43740517681	eadca90995bf01ae94ea2e7d19ad87e5;6da954c1b932f1b5b89923b7aad5e864				ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025602/LP6005441-DNA_H08.bam	99574516472	b23b2dccb275d4f84be15b0e1d25e8ca			
ERR1025608	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/008/ERR1025608/ERR1025608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/008/ERR1025608/ERR1025608_2.fastq.gz	40572317904;40321718612	9200d245f6209837e098d9145dcb437a;d33f16ebe9b36f4cd3d364bc4362c3cd				ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025608/LP6005442-DNA_C02.bam	91147676174	d979489df9f0346b4d6f380c529b22d0			
ERR1025612	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1025612/ERR1025612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1025612/ERR1025612_2.fastq.gz	47151962692;46893304422	d9c287470d85c60035920c223305e17f;112f1fe3f6b68ed3110e75a57cfdd876				ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025612/LP6005441-DNA_G02.bam	106095326409	ef3d2e1821b0318876ec5080a6e7b21a			
ERR1025614	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/004/ERR1025614/ERR1025614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/004/ERR1025614/ERR1025614_2.fastq.gz	43664615033;43687330903	2c6ed29e09d407d22717e350453404e6;e5c683188881f2d4786f96d8df31c163				ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025614/LP6005442-DNA_A03.bam	100311181366	ed3bc57d158516bc0e394f5c5fe97c10			
ERR1025615	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/005/ERR1025615/ERR1025615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/005/ERR1025615/ERR1025615_2.fastq.gz	39177070763;38998708214	aa467173867a1bbb770307bd5d6368e1;a94677fb919466d56567ffdb37bd5393				ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025615/LP6005442-DNA_B03.bam	88430619964	12fd6005813cfd130f02fc0912ef1d1a			
ERR1025617	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/007/ERR1025617/ERR1025617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/007/ERR1025617/ERR1025617_2.fastq.gz	45646857504;44986596546	c2eca1597dfdc62fed2fbf93617c1e88;d44424b470cc244ad1b96fe4da15e662				ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025617/LP6005441-DNA_G03.bam	102143112508	8dd0725c3f0f331a47af70fd7254fdac			
ERR1025621	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1025621/ERR1025621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/001/ERR1025621/ERR1025621_2.fastq.gz	39722659216;39375224227	6d68aff68c417c5b294530ae4a247770;f718c37cb419612cde81c5dc316a046e				ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025621/LP6005442-DNA_A10.bam	89884183225	2239a523a1e631841a9a7b717635c510			
ERR1025628	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/008/ERR1025628/ERR1025628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/008/ERR1025628/ERR1025628_2.fastq.gz	45234640363;44456746226	ce20bb3ce9f5779019e1090574ccb2a3;b6d53d473df913dd47a00960a43df30f				ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025628/LP6005441-DNA_H05.bam	101541302857	6c62ab35f429f785c9726123716c3dc3			
ERR1025632	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1025632/ERR1025632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1025632/ERR1025632_2.fastq.gz	39438709607;39520958931	6e489fac4e7f2889871d5e9ba69d5d13;afa6c10041dad02a09f0ffb9f44b9112				ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025632/LP6005442-DNA_C04.bam	90272764528	6289a3be1826ada59d5d99567d009289			
ERR1025635	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/005/ERR1025635/ERR1025635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/005/ERR1025635/ERR1025635_2.fastq.gz	47539188517;47160534194	0dd7868db2a2800803acc65dfdc1768f;2176e8ce2698995cbbcbfb60a60edfb5				ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025635/LP6005441-DNA_G06.bam	106288179904	a763db71ef6dd3a8711a468f3ccc05cf			
ERR1025638	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/008/ERR1025638/ERR1025638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/008/ERR1025638/ERR1025638_2.fastq.gz	40435766284;39919325975	c92928c764e853c4a2056a4dd7d49125;8112a3c7c690b50c314a2d3a6a5a633a				ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025638/LP6005442-DNA_C11.bam	90230700306	e5be941e04364d297c694fba975deb93			
ERR1025642	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1025642/ERR1025642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/002/ERR1025642/ERR1025642_2.fastq.gz	41946243840;41625905801	8ed1a1873efdcfaf3063534b5edd22d1;8886bf8bbbe9e0f2f73645c77ba25794				ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025642/LP6005441-DNA_G07.bam	94264338864	c5abe026376f31369cbf4349fe90ce4e			
ERR1025645	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/005/ERR1025645/ERR1025645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/005/ERR1025645/ERR1025645_2.fastq.gz	50828329292;50121539357	a67b23ad55dc789752b6516d6469faf7;13cde5846f893a2378d7ea12807391ab				ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025645/LP6005441-DNA_F08.bam	114860117178	a47ec710dc3797281d20cce31f91ea4f			
ERR1025649	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/009/ERR1025649/ERR1025649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/009/ERR1025649/ERR1025649_2.fastq.gz	44339291687;43492390323	c8dcf990fcf9657b34da93e56c0f6f2e;632590958454cbbb1689432982f7f3d9				ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025649/LP6005441-DNA_H11.bam	99541076146	427be85c3daf2b8c0699e757f9a265a2			
ERR1019034	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/004/ERR1019034/ERR1019034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/004/ERR1019034/ERR1019034_2.fastq.gz	45379330936;44920960503	faaae9176e3a765e5afa97eacdda3452;dddf6fd08c0cf6e2f610760b2248146e				ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019034/LP6005442-DNA_F02.bam	101163185133	20dea309f6681a210fdffdfddafb6982			
ERR1025653	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/003/ERR1025653/ERR1025653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/003/ERR1025653/ERR1025653_2.fastq.gz	45758710948;44875653414	e5ddb752f879113f328dceb217d1be57;1c10ab6f255021bc22c242a55afc6ec5				ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025653/LP6005441-DNA_H12.bam	105560253733	29fa39490658c358fbc8e8580b181980			
ERR1019035	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/005/ERR1019035/ERR1019035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/005/ERR1019035/ERR1019035_2.fastq.gz	49777846385;49197625914	292a76eb9a1888810665e810aea89358;23b4b3821b3834a8e6219591c84f3fc3				ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019035/LP6005441-DNA_D01.bam	112783886954	723e4b46536003a337318c0b20c3c57b			
ERR1025655	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/005/ERR1025655/ERR1025655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/005/ERR1025655/ERR1025655_2.fastq.gz	47333592785;46622549498	2bed9b97113c52efc66b4e475820d6c6;b596ca2e7597c6d2df00076be814ee71				ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025655/LP6005442-DNA_B01.bam	107294682156	7dc7ee706147dd8ef6e6f4695c67e072			
ERR1019036	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/006/ERR1019036/ERR1019036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/006/ERR1019036/ERR1019036_2.fastq.gz	88278134849;86900897003	318f4efaeef3f263aec8e5191a5feed2;7413c7feb13c4e739c24afe32c6d7482				ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019036/LP6005441-DNA_B06.bam	209737206654	66b9ba3bfaf21714c08b51eefc621663			
ERR1025656	ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/006/ERR1025656/ERR1025656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR102/006/ERR1025656/ERR1025656_2.fastq.gz	45109332021;44352931182	8414befbaf34d2137b79df1478b321e2;b95d3b40fd8d7226c3ab1410b33897d0				ftp.sra.ebi.ac.uk/vol1/run/ERR102/ERR1025656/LP6005442-DNA_D01.bam	102002405666	7a21c841504f17d353fa4a681d7ca101			
ERR1019044	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/004/ERR1019044/ERR1019044_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/004/ERR1019044/ERR1019044_2.fastq.gz	39757600695;39589874075	44e0456bd0f3ed50388169c46ec50fd7;1d1424ad098716da4ddb0e816eca7d05				ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019044/LP6005441-DNA_B02.bam	90272638085	12458c7fa00a243dc86080efe6578971			
ERR1347655	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1347655/ERR1347655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1347655/ERR1347655_2.fastq.gz	50649322431;49075259843	24a2c12e7ce86f4fb67fc2584a61499d;3ac1c6ba5b13c1f671bd73bec5663c2f				ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347655/LP6005442-DNA_E11_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347655/LP6005442-DNA_E11_2.fastq.gz	48182633048;46600002390	35ceee0bcf861e982aa1fbf808a8b3e8;d22c7031df4028b861d14bb22e8436a1	ftp.sra.ebi.ac.uk/vol1/err/ERR134/005/ERR1347655	77446578640	5621a8539bcb31405408db162a80da19
ERR1347658	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1347658/ERR1347658_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1347658/ERR1347658_2.fastq.gz	58996768460;57957842150	02f1b396803d9b7569d62393bfcb53e6;64304dbc77314bfd5ef245df1a35ad75				ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347658/LP6005442-DNA_F01_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347658/LP6005442-DNA_F01_2.fastq.gz	56191139446;55191900367	9829a6000dc5d101b366636b0b05cb48;0116226cf456f732d6b428425f266213	ftp.sra.ebi.ac.uk/vol1/err/ERR134/008/ERR1347658	90925079701	82ef0ce1adac9e71fc2a6cccf84e9095
ERR1019045	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/005/ERR1019045/ERR1019045_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/005/ERR1019045/ERR1019045_2.fastq.gz	45132407730;44971121671	c044743ae72d76b01a603b64bd26315b;75e2253c6f6d741771a5fe32a2c54707				ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019045/LP6005441-DNA_C02.bam	101609641051	e278e6a31dda7f0e9d47295b28bf2b64			
ERR1347661	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1347661/ERR1347661_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1347661/ERR1347661_2.fastq.gz	62481076409;62137539183	bfb033efd9b201c7ebe877945bb53148;333baaccc9a6c58536abe5686be512c4				ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347661/LP6005442-DNA_F10_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347661/LP6005442-DNA_F10_2.fastq.gz	59362100739;59016280654	d8104185ef7768bda1c56aae08e89c60;ebf2c8c46c53bc14a1b6b0682ae3b6d8	ftp.sra.ebi.ac.uk/vol1/err/ERR134/001/ERR1347661	96935178034	16a7e253d1b8e98ed1ab30aabfd6157e
ERR1019047	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/007/ERR1019047/ERR1019047_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/007/ERR1019047/ERR1019047_2.fastq.gz	44348452997;44116083553	274d5609c3981d8cc91c90db1882dc68;d1ba8a4f391fd6188a7f74bbb47d7902				ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019047/LP6005441-DNA_F02.bam	99118451503	39cdf51f80e64aed4bcfdf91de351972			
ERR1347662	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1347662/ERR1347662_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1347662/ERR1347662_2.fastq.gz	54171401186;52959565802	1490824abaf6a007f80d4c88ddf71984;9d3aad4a382434d4496179af822956b9				ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347662/LP6005442-DNA_F11_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347662/LP6005442-DNA_F11_2.fastq.gz	51519914261;50303537926	f6ef5ddbce1580fbe5efeaa0cc336753;885e485fbe0b85e8828f6e70f5df7dd9	ftp.sra.ebi.ac.uk/vol1/err/ERR134/002/ERR1347662	83167632605	44d82b7322bad35226a7c169439d0a1a
ERR1019050	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/000/ERR1019050/ERR1019050_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/000/ERR1019050/ERR1019050_2.fastq.gz	41277943927;41483854543	e72967e9199ebf04f604d02d39f9ee94;8128b689cff8329556c7cbfcf484fc78				ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019050/LP6005441-DNA_D03.bam	93399784553	7170845258c10262c9f7fa01e2181a6a			
ERR1347663	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1347663/ERR1347663_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/003/ERR1347663/ERR1347663_2.fastq.gz	55723758655;54200738795	58cc7395c51d9f1f6dacf00197c6cdc2;32e0eb5cb9bb2c3501e3826b5bff4cd0				ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347663/LP6005442-DNA_F12_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347663/LP6005442-DNA_F12_2.fastq.gz	53064116651;51532818378	f907d9cde7231208beaeae9f54105f52;22e14f9c5d7d390f3ba47992d6b059c1	ftp.sra.ebi.ac.uk/vol1/err/ERR134/003/ERR1347663	85296309471	89e1c9d1deb7b9c79f87638e133e5df5
ERR1019052	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/002/ERR1019052/ERR1019052_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/002/ERR1019052/ERR1019052_2.fastq.gz	43124035108;42939920929	ee084c6ffddeb6d16a95ee2e309a9d86;9b4ddf75a8b94a1f21cbdf6d112e68d6				ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019052/LP6005441-DNA_F03.bam	99291683752	1f329c032644802aab518c20b388cb80			
ERR1347664	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1347664/ERR1347664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/004/ERR1347664/ERR1347664_2.fastq.gz	62295460382;60955450889	23bca965d2aed1c055b541af48710d14;c32a0098f491d0ca55e1e87bd1a80b30				ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347664/LP6005442-DNA_G01_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347664/LP6005442-DNA_G01_2.fastq.gz	59352854466;58048218636	3f2cbe20347b051ae4ab5393b73d6c8f;29d3e627ee20d9edd30e3270048d0963	ftp.sra.ebi.ac.uk/vol1/err/ERR134/004/ERR1347664	95740242489	c38b98d3c33bd49bc9455593bb4937c1
ERR1347666	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/006/ERR1347666/ERR1347666_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/006/ERR1347666/ERR1347666_2.fastq.gz	47070946935;46398426982	bf2f88dcddb0566023b7aae45d1b94ad;699b997a308dcdfbf9dfc1b35b46d88f				ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347666/LP6005442-DNA_G03_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347666/LP6005442-DNA_G03_2.fastq.gz	44657942280;43993645718	bb97bf39b48b68eccf1f3af9b40092f8;696def9a389d311229162c1a2f2b48db	ftp.sra.ebi.ac.uk/vol1/err/ERR134/006/ERR1347666	72829939367	e507d70d757f237350713d703d22760c
ERR1019054	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/004/ERR1019054/ERR1019054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/004/ERR1019054/ERR1019054_2.fastq.gz	44782894688;44179811797	4591b3e9ea384e08c4c5dfae7c60be62;9d2e0cfd49551d9d434010461ffc60d4				ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019054/LP6005441-DNA_B05.bam	103312337668	8e133537ec19fb33c39fe10182f3b404			
ERR1347667	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1347667/ERR1347667_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1347667/ERR1347667_2.fastq.gz	53414256307;53092767496	fb016a21b7e7716d9b6662f6d899189d;38bbd86ad68c8462373617eaf28fa766				ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347667/LP6005442-DNA_G04_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347667/LP6005442-DNA_G04_2.fastq.gz	50742028316;50423879863	e6f28aba0083862eed5095e0e2431a99;79c188d9d1edaf90c4b64a80be13b57f	ftp.sra.ebi.ac.uk/vol1/err/ERR134/007/ERR1347667	83034276096	0913a73274a43c5467042e13cb332caa
ERR1019057	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/007/ERR1019057/ERR1019057_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/007/ERR1019057/ERR1019057_2.fastq.gz	41365085567;40557287292	38d268a6e7eab3b51912b3a9d324ba9c;3e682eafd50d9832f3970a4e381f76e1				ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019057/LP6005441-DNA_B07.bam	93828217464	6d433ea5f51ee4db0f8db19b6675b5ff			
ERR1347669	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1347669/ERR1347669_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1347669/ERR1347669_2.fastq.gz	59031651774;59126525570	7b31ec9218fc6668d412091510b7d42f;0f8e01b6905b132bdb03069af79a67de				ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347669/LP6005442-DNA_G09_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347669/LP6005442-DNA_G09_2.fastq.gz	56042268589;56134380749	d59b2d72cd1c9d79b60f8180fcc148e5;432a30608e1cd219ffa3e05db7686de5	ftp.sra.ebi.ac.uk/vol1/err/ERR134/009/ERR1347669	91976957292	361aa48147c0a1d127af17eafeab6953
ERR1019060	ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/000/ERR1019060/ERR1019060_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR101/000/ERR1019060/ERR1019060_2.fastq.gz	42135106771;41515088644	44b911141d3a7d6f82b1227b25e9640d;bcc42a97a391fe41f923c0f7e32a54f0				ftp.sra.ebi.ac.uk/vol1/run/ERR101/ERR1019060/LP6005441-DNA_C08.bam	95738157068	246c3e305d204e69609ff4884edb39b5			
