run_accession	fastq_ftp	fastq_bytes	fastq_md5	bam_ftp	bam_bytes	bam_md5	submitted_ftp	submitted_bytes	submitted_md5	sra_ftp	sra_bytes	sra_md5
ERR1395584	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/004/ERR1395584/ERR1395584_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/004/ERR1395584/ERR1395584_2.fastq.gz	59458146281;59619810462	3547afb7896e81aa72a2753380422b7c;0d03d44fb42ffdeae9771fb80c8ed498				ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395584/LP6005677-DNA_A03_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395584/LP6005677-DNA_A03_2.fastq.gz	56459111063;56617900346	5fe4b9faf3b839605eb0a1481b809cdf;b6bc10d04ef573a5eb0f8c78e0d4a500	ftp.sra.ebi.ac.uk/vol1/err/ERR139/004/ERR1395584	92688050949	44379a35543e66d43d98b8db8d145f5b
ERR1347657	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1347657/ERR1347657_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1347657/ERR1347657_2.fastq.gz	56784889751;55922650216	8b6f7fc2e7eaf856ad3c657b810f6101;25ea193f1c87a4450cf2036d04632703				ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347657/LP6005442-DNA_E12_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347657/LP6005442-DNA_E12_2.fastq.gz	53926303920;53060166081	f89136192e56316a53a5e1adeebd18c0;cf273de5606f1af30c8cda9f7a285f7e	ftp.sra.ebi.ac.uk/vol1/err/ERR134/007/ERR1347657	87655576142	b8440ef9950ac58911b798494713a3a7
ERR1395586	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/006/ERR1395586/ERR1395586_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/006/ERR1395586/ERR1395586_2.fastq.gz	67405414640;67593842396	87e7cbdd85c5a6e4ca95e4f840525fb5;345c9bcf5e1b343ba99298ff6fea88d0				ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395586/LP6005677-DNA_B02_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395586/LP6005677-DNA_B02_2.fastq.gz	64119660851;64321746798	d0d06d983c82eed8c14a4e6dba8c659a;a986c5c92131bc3eef6b739dde715500	ftp.sra.ebi.ac.uk/vol1/err/ERR139/006/ERR1395586	104999036453	7cae9fbd39dd20c4c66f9940fd1c6291
ERR1347659	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1347659/ERR1347659_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1347659/ERR1347659_2.fastq.gz	47483680421;47462104669	415d309964d7d1a88fcf450c6a40d2d9;82b962da919e5119d014b1996bb15344				ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347659/LP6005442-DNA_F04_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347659/LP6005442-DNA_F04_2.fastq.gz	45037652261;45013692375	23be843532beecf53dd457c0b9e00b3e;c94e75f64eb8e3b1e93a727c9bf281d3	ftp.sra.ebi.ac.uk/vol1/err/ERR134/009/ERR1347659	74060650368	301f160b0866f64208797232d6a48c81
ERR1395587	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/007/ERR1395587/ERR1395587_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/007/ERR1395587/ERR1395587_2.fastq.gz	60803837100;60943935666	34f5c72defb1495f3700d57a90add6cb;a0ba30ec5c46591a69bc761656aacd51				ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395587/LP6005677-DNA_C03_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395587/LP6005677-DNA_C03_2.fastq.gz	57749147301;57888791444	f11e05a9dbbda1b90c3d57d68db54271;215750b53ec4b4d156609d29817e5be2	ftp.sra.ebi.ac.uk/vol1/err/ERR139/007/ERR1395587	94749807750	6279f0866ec3abd6cb276c6c57c6d667
ERR1347665	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1347665/ERR1347665_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1347665/ERR1347665_2.fastq.gz	53439411834;52614998989	82e30c2e5586cb687a3667766ddc8eb8;576d1a9029cc7f1efd975cba5df64e8c				ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347665/LP6005442-DNA_G02_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347665/LP6005442-DNA_G02_2.fastq.gz	50688963619;49892720300	1cc8bff7de45ff75e679e8acf8cc3ca3;481e601efac5aa2a179d877ac7500fa1	ftp.sra.ebi.ac.uk/vol1/err/ERR134/005/ERR1347665	82537006577	a2b24b7ab7bcf552178fcd34555d4fb2
ERR1395594	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/004/ERR1395594/ERR1395594_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/004/ERR1395594/ERR1395594_2.fastq.gz	56208351060;56934131168	2483b95c3a9645d09197cbb7ef1eea92;9573fe67548c0ea105fac61552ad36b5				ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395594/SS6004471_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395594/SS6004471_2.fastq.gz	53448117610;54183490720	7abfe1342ba12ac5e11a585f574c6f61;bbcd3c35fff4ba2f29894d0a08e37d9a	ftp.sra.ebi.ac.uk/vol1/err/ERR139/004/ERR1395594	88372316315	a271c807e24636c7e93e3add99f21c64
ERR1347670	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1347670/ERR1347670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/000/ERR1347670/ERR1347670_2.fastq.gz	56265239833;55569350670	380dade32054d3317da001aa16778f42;8b8f8da482cf56893641ed6c93bb890e				ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347670/LP6005442-DNA_G10_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347670/LP6005442-DNA_G10_2.fastq.gz	53488457903;52794803283	48bd0c1570e4eb80a8422f6a96a13196;27b8ed6c114500b13587d6c2627a09e1	ftp.sra.ebi.ac.uk/vol1/err/ERR134/000/ERR1347670	86888223433	8bcf0fddd77fcaa1717fc78f296e8bcd
ERR1395599	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/009/ERR1395599/ERR1395599_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/009/ERR1395599/ERR1395599_2.fastq.gz	50722151968;51878660276	82c8f2dd68dcda07666fe7a757589471;8c324fe78774a4bf2e84473abf3276cf				ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395599/SS6004476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395599/SS6004476_2.fastq.gz	48139958993;49287233300	da4b16ee60f1cad502372cd5ee2ac56f;c981a67e328656d74d9dee06ed539f57	ftp.sra.ebi.ac.uk/vol1/err/ERR139/009/ERR1395599	80229462666	733c8b76eddd656f26f4222b2d0fb73e
ERR1347671	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1347671/ERR1347671_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1347671/ERR1347671_2.fastq.gz	55561434102;54731418850	aa3cf55a48a8fab93672c38b49c73abb;4e6e149936cc188500310fa271aed673				ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347671/LP6005442-DNA_G11_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347671/LP6005442-DNA_G11_2.fastq.gz	52784889778;51951076126	666779c23f1c6faa95c6a24ada080f4d;a6a35375a35a92d20416c82f6e2886ae	ftp.sra.ebi.ac.uk/vol1/err/ERR134/001/ERR1347671	85736346548	71e10b536e861f9c6947c48a702967ad
ERR1395604	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/004/ERR1395604/ERR1395604_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/004/ERR1395604/ERR1395604_2.fastq.gz	71273696057;70573119515	ef60f35ce2f2d7500a4eb9f54f9d8255;516532d566a41ac6e238b4515989a9f9				ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395604/LP6005443-DNA_H05_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395604/LP6005443-DNA_H05_2.fastq.gz	67893976081;67212453851	a66322e0c42fc58fe201c76fa7834f3c;7b636b832371ba4411669492fe3384c1	ftp.sra.ebi.ac.uk/vol1/err/ERR139/004/ERR1395604	110238183870	2dc8be84973e0ab310e8aef06f04591d
ERR1347672	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1347672/ERR1347672_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1347672/ERR1347672_2.fastq.gz	55881265514;54983942240	4ee1a10417e03ed9b69cd07720da37ea;77083a30baca9ed6ed5706f0a8042d75				ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347672/LP6005442-DNA_G12_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347672/LP6005442-DNA_G12_2.fastq.gz	53110644629;52214967159	c80b0c670a66d5435d70118b4a68f31b;529844de7312450885cc899320fa9519	ftp.sra.ebi.ac.uk/vol1/err/ERR134/002/ERR1347672	86084692482	d6f2a59ad447a4029c28d35cee726d79
ERR1395610	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/000/ERR1395610/ERR1395610_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/000/ERR1395610/ERR1395610_2.fastq.gz	77087256429;76864529262	b0f7bf013c29bcc78368580621d1c900;aae7484469857f33747154f321a9fc46				ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395610/LP6005519-DNA_A06_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395610/LP6005519-DNA_A06_2.fastq.gz	73460517506;73260712170	fd4dadddc72ffaf0929b0eea8f709d73;80b41239735f4783c04d1d7b23e357a7	ftp.sra.ebi.ac.uk/vol1/err/ERR139/000/ERR1395610	119575812675	fbc9082171f88dcf70c3d66363326f67
ERR1347677	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1347677/ERR1347677_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1347677/ERR1347677_2.fastq.gz	54581619955;53596357531	8d760e3e02d236d43f46e28e08cacd93;9e39bd4b3bbae1395ec4123921ae4a22				ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347677/LP6005442-DNA_H10_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347677/LP6005442-DNA_H10_2.fastq.gz	51931326560;50943931122	2635cc2864c805abeaae08f78e519c0f;11ac07dd8fb928c49a5d67dea344a3c7	ftp.sra.ebi.ac.uk/vol1/err/ERR134/007/ERR1347677	83890231044	5531832e09cf55bd4b82f3df2725ecd8
ERR1395612	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/002/ERR1395612/ERR1395612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/002/ERR1395612/ERR1395612_2.fastq.gz	68896193395;68126535528	9b871a671098cd90f2b0a6638df92d75;37b202b2487769f6064ceba8a84f429a				ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395612/LP6005519-DNA_B05_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395612/LP6005519-DNA_B05_2.fastq.gz	65608868124;64838583990	988b10427cf186f30375cf1274fe7ac4;8a2b53a50e8f9f1a51e2e8c4d2667225	ftp.sra.ebi.ac.uk/vol1/err/ERR139/002/ERR1395612	106511659417	2d9511622c25cd9c226deacadb9de2fd
ERR1347678	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1347678/ERR1347678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1347678/ERR1347678_2.fastq.gz	50776228993;50118972771	2d8fc6004c2ddd2cca518870c7e7574a;7da2d8b0097423c96fa207becb533250				ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347678/LP6005442-DNA_H11_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347678/LP6005442-DNA_H11_2.fastq.gz	48229031207;47576624543	8cf573f39ad90a3c9990a75785904682;7f9260679458f0ffbb231fb356a99680	ftp.sra.ebi.ac.uk/vol1/err/ERR134/008/ERR1347678	78518908793	42fa71d76b2c4a0efcb5f50571f0c1cd
ERR1395613	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/003/ERR1395613/ERR1395613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/003/ERR1395613/ERR1395613_2.fastq.gz	85713538962;85272934988	70d7de97054ab8589b358604798d46dd;9dfbe3a0b921b7d34504bbd9defb977c				ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395613/LP6005519-DNA_B06_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395613/LP6005519-DNA_B06_2.fastq.gz	81776144798;81413098441	ea49f33fb74e871c1253866fbf51fe3f;5f7c03d25781d9b0c39da928f03a1551	ftp.sra.ebi.ac.uk/vol1/err/ERR139/003/ERR1395613	132640080831	0a985b6caf5390ee276766baea8b1a71
ERR1347682	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1347682/ERR1347682_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1347682/ERR1347682_2.fastq.gz	59616749517;60178303151	75cb5493e48e4ae98cb1754450b9a38f;90246e61eb4f4d74916eb177160aad06				ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347682/LP6005443-DNA_A03_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347682/LP6005443-DNA_A03_2.fastq.gz	56497475149;57058122818	6564a8b958200ac1695699950a714311;d39e163c562ac738d0e1240dc57a2d7b	ftp.sra.ebi.ac.uk/vol1/err/ERR134/002/ERR1347682	93159636914	a3643a38487df53f7edf856aa2584d1f
ERR1395615	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/005/ERR1395615/ERR1395615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/005/ERR1395615/ERR1395615_2.fastq.gz	77137759850;76678268254	94c402cc8f8948a87df0ea2e43801921;b23e99c33b681bac943c29c02a5d5936				ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395615/LP6005519-DNA_C04_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395615/LP6005519-DNA_C04_2.fastq.gz	73469805823;73025781661	34514f64d88c9787f9a55210224d0db8;97c9c680912b9ed02e69b42a9ec4c490	ftp.sra.ebi.ac.uk/vol1/err/ERR139/005/ERR1395615	119653884851	20029183467e1e7224b4db40560c0c5a
ERR1347687	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1347687/ERR1347687_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1347687/ERR1347687_2.fastq.gz	54071651301;54384544388	9025e4478a609c3f4580ed0f447f5d27;58e655ea3e2c0ccc380ae69849e5aaa0				ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347687/LP6005443-DNA_B01_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347687/LP6005443-DNA_B01_2.fastq.gz	51346076217;51660548784	65993383c1fcf4a88c8d036ffe55345e;413691ae54da70eb0c9fa539f0488371	ftp.sra.ebi.ac.uk/vol1/err/ERR134/007/ERR1347687	84499526288	51780aaf050927531e31444c181caab8
ERR1395616	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/006/ERR1395616/ERR1395616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/006/ERR1395616/ERR1395616_2.fastq.gz	59162332159;59374395475	5b797a5da0a6ad3c8463775b15cbf56d;f5828b50a6d538afa863f501ab5a41c2				ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395616/LP6005592-DNA_D01_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395616/LP6005592-DNA_D01_2.fastq.gz	56125003784;56330941247	a7e0a091ffe25c6d2f29a2b86f4bc9e5;dd8ffce5ee641aa5483b547a61de2f9a	ftp.sra.ebi.ac.uk/vol1/err/ERR139/006/ERR1395616	92464094991	80c39b6e15d46dcd138ae8a13e9f6c26
ERR1347688	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1347688/ERR1347688_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1347688/ERR1347688_2.fastq.gz	69041445832;68687876274	d4dbe12a6a9e116b8d890603a1810758;f1f58817e6d365498d106509473eb29a				ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347688/LP6005443-DNA_B02_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347688/LP6005443-DNA_B02_2.fastq.gz	65656502208;65310636312	ed120dc6d57e47a9279caf602b322d16;ff027df5305eb2d337fa08ceb0cd2a91	ftp.sra.ebi.ac.uk/vol1/err/ERR134/008/ERR1347688	107252900810	13038bc05ac77eec9fc5d1ce90be23b1
ERR1395617	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/007/ERR1395617/ERR1395617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/007/ERR1395617/ERR1395617_2.fastq.gz	63524398145;62256308242	5fef07a9d0b63cea19b8ef92a8e82744;e14af8c732b5584551b918c497f425e8				ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395617/LP6007068-DNA_A01_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395617/LP6007068-DNA_A01_2.fastq.gz	60578519778;59326876537	86456a08d6e136969510f5d3d2f61188;885578a199a59e707875a9a75d7e23a4	ftp.sra.ebi.ac.uk/vol1/err/ERR139/007/ERR1395617	97670347876	a228d56d5d351ba19979b518dd70eeda
ERR1347692	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1347692/ERR1347692_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/002/ERR1347692/ERR1347692_2.fastq.gz	67071456095;66242994635	e2b8eea004db5be8517987539a79d4dd;e549bfee593974241e29ced7e6fc7d0a				ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347692/LP6005443-DNA_B07_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347692/LP6005443-DNA_B07_2.fastq.gz	63946074340;63206452088	bfa2a53f66ab46764eb014c088bbcc9b;07d2881fe4bd7caedb9f17ccdce08972	ftp.sra.ebi.ac.uk/vol1/err/ERR134/002/ERR1347692	103103205707	a8438eb9fa7f08fdda23d6f006d0443a
ERR1395619	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/009/ERR1395619/ERR1395619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/009/ERR1395619/ERR1395619_2.fastq.gz	60187884662;61781264824	6a0e0c5cd9d3d058161c8467a32e79c9;ed06453ddfb2e52a61cc2572ddae8057				ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395619/SS6004468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395619/SS6004468_2.fastq.gz	57155780329;58736992439	93db21876dcebc9810ba86effb2143ce;170b1f9492f0c1df8afbf3dfa7178b4c	ftp.sra.ebi.ac.uk/vol1/err/ERR139/009/ERR1395619	95249155868	ed959f14cdee2e2728475da0aeed463a
ERR1347695	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1347695/ERR1347695_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/005/ERR1347695/ERR1347695_2.fastq.gz	62745624567;62442296138	cde693eceb7cb8c7a81dbf1a9edec258;8ab12a940445fb98c3d76d231b7463b5				ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347695/LP6005443-DNA_B10_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347695/LP6005443-DNA_B10_2.fastq.gz	59593400486;59291416747	35f9bca37b9fd2720a0d27930731c451;d9e428cea1c629449097e5dcc238a856	ftp.sra.ebi.ac.uk/vol1/err/ERR134/005/ERR1347695	97323849017	44bd557ff4a145fc1f18a758f9571db6
ERR1395620	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/000/ERR1395620/ERR1395620_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/000/ERR1395620/ERR1395620_2.fastq.gz	69380013816;68359775679	e3bcbd6b67975621043f63f46f419731;d43a3c3e55828549a40e56c415c8ae4a				ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395620/LP6005592-DNA_E01_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395620/LP6005592-DNA_E01_2.fastq.gz	66153668733;65198875530	a2461b6e55c08ad6e5a5137b67481b53;57c68dc81db32e8b714c61abebee0e4e	ftp.sra.ebi.ac.uk/vol1/err/ERR139/000/ERR1395620	106595214250	7b2cded1200909a64865ad60f3df25fd
ERR1347697	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1347697/ERR1347697_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/007/ERR1347697/ERR1347697_2.fastq.gz	70937687131;70758234394	4e35bba695a07ddef85421d1c7003076;ab9433143b12527ca809442b6e3b3876				ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347697/LP6005443-DNA_C02_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347697/LP6005443-DNA_C02_2.fastq.gz	67411590774;67230602604	80602720e150d43eee07a303ace0b8de;5b4e29543ed0e7873fb2597b3b04a6fb	ftp.sra.ebi.ac.uk/vol1/err/ERR134/007/ERR1347697	110324639581	28fc135917345525c91e40b20ec4abdd
ERR1395622	ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/002/ERR1395622/ERR1395622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR139/002/ERR1395622/ERR1395622_2.fastq.gz	52956460764;53061350681	ab6acde23a26def9543f21698e7efc56;eb425a2a97852d7c16a2ec9099b2263a				ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395622/LP6005677-DNA_D01_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR139/ERR1395622/LP6005677-DNA_D01_2.fastq.gz	50275745584;50378546553	44ff462c2ee77b4806f6319bde0d7809;924d5ea6538e42b9a68b4cf7ea043c5d	ftp.sra.ebi.ac.uk/vol1/err/ERR139/002/ERR1395622	82554218789	707b77e98127bf21e7c2dea10e748e65
ERR1347698	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1347698/ERR1347698_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/008/ERR1347698/ERR1347698_2.fastq.gz	65431779762;65504028836	4b69c9cf16dfa66e9bcdf2436841aeb4;8f0165aa8702616c8f7b379a821eda0a				ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347698/LP6005443-DNA_C03_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347698/LP6005443-DNA_C03_2.fastq.gz	62226845296;62343547877	42a4a63bf6286a9c8286998aa2b45ade;c25266eddcb18f9a0581082f37e605d3	ftp.sra.ebi.ac.uk/vol1/err/ERR134/008/ERR1347698	101655807197	db7e1d684450824d3ff839bfe489d7d8
ERR1419090	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/000/ERR1419090/ERR1419090_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/000/ERR1419090/ERR1419090_2.fastq.gz	56613316740;55717043253	d4fe1a008bf80f0e8ce02335ceb7098f;55efef1c4bfedbfb5b3e57eb21bc3aec				ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419090/LP6005441-DNA_A04_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419090/LP6005441-DNA_A04_2.fastq.gz	53840117143;52945424101	799eba1eb9b7b3326c319dbc62ab8d54;c4f4c0c88e816ed8176adb68a2557b51	ftp.sra.ebi.ac.uk/vol1/err/ERR141/000/ERR1419090	87546725111	eea5f4b712f8afb0dbfecc90267ded3e
ERR1347699	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1347699/ERR1347699_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/009/ERR1347699/ERR1347699_2.fastq.gz	54689722918;54231980174	5c1ba63666372cbb9b6de17406fbfb33;db5bfa7f4e32e07cd49c814fdb8a4b2d				ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347699/LP6005443-DNA_C04_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347699/LP6005443-DNA_C04_2.fastq.gz	51951413616;51494454249	a4ad4560ead712b4889b185edcde17ca;fa5a769ed7916db7f4c5628571671d04	ftp.sra.ebi.ac.uk/vol1/err/ERR134/009/ERR1347699	84791580615	21c387012fec947c98b1848a17e5bda7
ERR1419094	ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/004/ERR1419094/ERR1419094_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR141/004/ERR1419094/ERR1419094_2.fastq.gz	56550655311;56146739110	6e1c0fa56edf534be4bfe77822aef1be;a4210b36f46b8bb0e517ff98b7eee40b				ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419094/LP6005441-DNA_A09_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR1419094/LP6005441-DNA_A09_2.fastq.gz	53733081141;53326707920	e678ba2cc3284f550abbd811ecf14d73;72f4d366e95279da2a4b1f86f33d1a97	ftp.sra.ebi.ac.uk/vol1/err/ERR141/004/ERR1419094	87863210776	2cbd203e92e26242b4d69e6832333fdd
ERR1347701	ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1347701/ERR1347701_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR134/001/ERR1347701/ERR1347701_2.fastq.gz	62756934123;61830029217	24834502a43123089c5f4c420b263dd4;7fbdbc5b010e3e32487fb9144bb46472				ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347701/LP6005443-DNA_C07_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR134/ERR1347701/LP6005443-DNA_C07_2.fastq.gz	59851113175;59029052433	b5aaaa07e434cb652754901cbbd9c222;cf5f3cd858e4aad2ce19ce2ca208e1cf	ftp.sra.ebi.ac.uk/vol1/err/ERR134/001/ERR1347701	96252156705	aa45e8306a75832c2272aa8dfac8173d
